orgNumber,name,website
924829214,"@RNEBLIKK AS","www.oerneblikk.com"
913779908,"+ ARK AS","www.plussark.no"
995451697,"+2 INTERIØR AS","Www.pluss2.no"
933266591,"+HALLE A/S","www.plushalle.com"
919732725,"00NATION AS","www.00nation.com"
810359862,"AUTOBJØRN A/S","www.autobjorn.no"
810324562,"SERVI GROUP AS","www.servi.no"
810876832,"FINN BRYNILDSRUD & SØNNER AS","www.brynildsrud.com"
811573272,"WAL BYGG OG EIENDOM AS","walbe.no"
810412402,"STOREBRAND TILLERTORGET AS","www.storebrand.no/eiendom"
810926252,"GRØNT MASKIN AS","www.grontmaskin.no"
811573582,"BY1BIL AS","www.by1bil.no"
811572802,"SAMEIET THORLEIF HAUGS VEI","www.enqvist.no"
810985852,"BÅTSERVICE SIGHTSEEING AS","www.boatsightseeing.com"
811060402,"CHR BRYNILDSEN & CO AS","www.serigrafi.com"
811577022,"ZIRQ CABLES AS","www.zirqsolutions.com"
811581232,"GØRAN HANSEN AS","goeran.no"
811563382,"AKA TELECOM AS","www.akatelecom.no"
811585092,"THETA DEVELOPMENT AS","www.hadocs.com"
811593672,"FLYT FORLAG AS","www.flyt.no"
811564222,"TORGHALLEN BODØ AS","www.tkeiendom.no"
810547472,"BRØDR BERNTSEN AS","www.bberntsen.no"
811600792,"ELTERA AS","www.eltera.no"
811605212,"AA-TVERRELVA KRAFT AS","www.fortevannkraft.no"
811546852,"SAFEBASE AS","www.safebase.no"
811620122,"UTEPLASSEN.NO AS","www.uteplassen.no"
810684402,"BLOKKEN SKIPSVERFT EIENDOM AS","www.blokken.no"
811616362,"VEST MARKISE AS","www.vestmarkise.no"
811413682,"ELOPAK ASA","www.elopak.com"
811549312,"STORE SKO AS","www.storesko.no"
811167452,"AS DEN NATIONALE SCENE","www.dns.no"
811630322,"MOBILITY DOCK AS","www.bluelogic.no"
811630292,"TOCIRCLE PRODUCTIONS AS","www.tocircle.com"
811669202,"ROMSDAL EIENDOMSMEGLING AS","www.notar.no"
811685852,"HUMLEREKKA EIERSEKSJONSSAMEIE","www.humlerekka.no"
811699632,"2 CLAP STUDIO DA","www.2clapstudio.com"
811713112,"POWER SOLUTIONS MMO AS","www.powersolutions.no"
811715492,"JSON AS","www.itforalle.no"
811702552,"FÆRDER KONSULENTTJENESTER DØRDAL","www.nktd.no"
811730912,"MTM SKOGSERVICE AS","www.mtm-skogservice.no"
811731242,"AKADEMIET TOPPIDRETTSGYMNAS ÅLESUND AS","www.akademiet.no"
811727342,"KIRKEVEIEN 71 SAMEIE","k71.no"
811695602,"WEBLANCE AS","www.weblance.no"
811754862,"VOIT AS","voit.no"
811796182,"WEBPLATFORM AS","webplatform.no"
811805092,"LUXE SALONG AS","www.luxesalong.no"
811806722,"MIKONSULT AS","mikonsult.no"
811810622,"DALE ANLEGGSGARTNER AS","daleanleggsgartner.no"
811784192,"INTER-SUN AS","www.inter-sun.no"
811810932,"FIKSD, MORTEN KLUNGLAND","www.fiksd.nu"
811820822,"NORDLAND UTMARKSLAG SA","www.bondelaget.no"
811770892,"ET HÅRSTUDIO EIDSVÅG AS","www.ethaarstudio.no"
811789682,"CLINIC BARBORA AS","www.clinicbarbora.no"
811780332,"SIVILINGENIØR OLE HAMMARI AS","www.olehammari.no"
811771082,"RUDIHAGEN AS","www.rudihagen.no"
811831042,"VISTI AS","www.visti.no"
811831662,"SVARTISEN-LYD AS","www.svartisen-lyd.no"
811780812,"PER OLE OSKAL","www.saltfjell-reinprodukter.no"
811759562,"HMSUNDT AS","www.lynxmedisinske.no"
811748382,"HARSTAD MONTESSORISKOLE SA","www.harstadmontessori.no"
811765422,"SKINTONIC SVOLVÆR AS","luxsvolvaer.bestille.no"
811751502,"MALERMESTER BRAUTE AS","www.braute.no"
811745332,"NORION BANK AB","www.norionbank.se"
811854832,"LYNGHAGEN BORETTSLAG","www.vestbo.no"
811858722,"AGENTURER AS","www.appeler.no"
811897272,"GRAND ROYAL HOTEL AS","grandnarvik.no"
811879622,"BUTIKKDRIFT WEZHA","www.7-eleven.no"
811900052,"FOODBACK AS","Foodback.com"
811903922,"ECONOMICA AS","www.economica.no"
811880612,"ADVOKAT STIG E. MORTENSEN AS","www.advokatlofoten.no"
811888672,"Fusa Mekaniske Industri AS","www.fusamek.no"
811923532,"HÆGLAND & SVANBERG AS","www.hasv.no"
811864722,"BB GYM TROMSØ AS","www.crossfittromso.no"
811917702,"BERIT VIKEN ENGAN - BEEFREE","www.beefree.no"
811934232,"HOTEL AAK AS","hotelaak.no"
811840432,"KVALEBERG AS","www.kvalebergas.no"
811860352,"BYBUBBLY AS","www.bubblmee.com"
811862452,"IKO BYGG AS","www.hamn.no"
811849642,"CERTIFY AS","www.certify.as"
811943622,"G3 GAUSDAL TREINDUSTRIER SA","www.g3i.no"
811948772,"STORHAMAR ELEKTRO AS","storhamarelektro.no"
811993352,"ENEXCELL AS","www.enexcell.no"
811999032,"KLINIKK RØA AS","www.klinikkroa.no"
812019392,"MIKS AS","www.miks.as"
812026992,"KAM LIFTING CONSULT AS","www.KAM-Lc.no"
811956732,"RØKENES GÅRD & GJESTEHUS AS","roekenesgaard.no"
812029762,"ASCENT AS","ASCENT.NO"
812021672,"THAMSGATENS PARKERINGSHUS AS","www.dekf.no"
812039792,"BYGGMEISTER SONDRE VIKØY","www.byggmeistersondrevikoy.no"
812022032,"DIGITAL TRENINGSDAGBOK AS","treningsdagbok.org"
812049992,"AMORS BILER AS","www.rent-a-wreck.no/location/norge/harstad-evenes-airport/"
811978892,"RISK MANAGEMENT CONSULTANTS AS","www.rmc.no"
811975222,"SAMEIE WERGELANDSVEIEN 25","www.pk-eiendom.no"
812104942,"BALANZIA AS","www.balanzia.no"
812125842,"LANTZ ARKITEKTER NORDIC AS","www.lantzark.no"
812134922,"PER-AAGE.COM AS","per-aage.com"
812108972,"JOH. H. ANDRESENS VEI 5 AS","www.ferd.no"
812157922,"LASSE EVENSEN AS","www.lasseevensentaksering.com/"
812129252,"INTERIØRNETT AS","www.interiornett.as"
812159372,"FUGLENE AS","www.fuglene.no"
812160672,"GIVE GOODWIND NORGE NUF","www.givegoodwind.com"
812084232,"FOSEN DYREKLINIKK AS","www.fosendyreklinikk.no"
812085182,"SLEPENDEN STASJON AS","www.platourealestate.com"
812100742,"VIDAR STRAND MOTOR AS","www.vsmotor.no"
812170252,"GDX AS","www.gdx.no"
812206532,"MOVERE ØKONOMI & REGNSKAP AS","www.movere.no"
812211102,"LYNGÅSEN PANORAMA BORETTSLAG","www.moborana.no"
812221442,"MANDUKA AS","www.hoff-fysio.no"
812232002,"HAFS BETONGBYGG AS","hafsbetongbygg.no"
812249312,"PRO-GRESS FERDIGPLEN AS","www.pro-gress.no"
812245872,"ICARUS GROUP AS","www.icarus.no"
812190202,"JOY MUSIC AS","www.trinerein.com"
812193082,"SHM SOLUTIONS AS","www.shmsolutions.no"
812225162,"ETU HOLDING AS","www.etuholding.com"
812208942,"VINGROM BUTIKKEIENDOM AS","www.ragde.no"
812178792,"T&R HAUGEN MASKIN AS","www.haugenmaskin.no"
812277022,"NORWEGIAN MEDICAL CONSULTING AS","www.norwegianmedical.no"
812324322,"NEISO AS","www.neiso.no"
812319612,"NOMI DA","www.nomi.no"
812338692,"KUNST OG KAOS AS","www.kunstogkaos.no"
812302272,"HAMAR GLASMAGASIN AS","www.designforevig.no/butikker/hamarglasmagasin/"
812355082,"BYKUBA AS","www.bykuba.no"
812355872,"TROMPETER BÅRD LEGANGER LANDRO","www.facebook.com/sirbardlandro"
812357042,"ADVOKATFIRMAET PARMER AS","advokatparmer.no"
812358812,"NORSK URKORN AS","www.norskurkorn.no"
812369652,"INCONSPICUOUS AS","www.inconspicuous.no"
812390392,"BE YOU BERGE","www.be-you.no"
812288962,"OPPDAL GRAVING OG TRANSPORT AS","www.oppdalgravingogtransport.no"
812293842,"DELTA PROJECTS AS","www.deltaprojects.com"
812401432,"GLOMMA PANORAMA BORETTSLAG","www.obos.no"
812402382,"GARTEN SJØHUS AS","www.garten.no"
812413902,"KREDIN AS","www.kredin.no"
812429582,"CONOW AS","www.conow.no"
812433172,"FRAM ADVOKATFIRMA AS","www.framadvokat.no"
812443852,"BORETTSLAGET WESSELS GATE 5","www.usbl.no"
812481592,"MØLLAREN CAFÈ AS","www.mollarencafe.com"
812481312,"VEAS RØR AS","www.veasror.no"
812482122,"WILL.I.JUICE AS","www.willijuice.no"
812490702,"INFOPAGES DA","www.infopages.no"
812484192,"ZONDO NORGE AS","www.zondo.no"
812479962,"SOLY DRIFT AS","www.soly.no"
812540122,"LOCOMOFON AS","www.locomofon.no"
812514962,"HAGEN & HASLENE AS","www.hagenoghaslene.no"
812571532,"FINSNEKKEREN AS","www.finsnekkeren.com"
812575422,"FINNEIDFJORD INDUSTRIER AS","www.mills.no"
812589342,"SENTRAL BIL AS","www.sentralbil.no"
812589792,"KLIKK REGNSKAP AS","www.klikkregnskap.no"
812521942,"TUCKER CONSULTING AS","www.tucker-consulting.net"
812607022,"MONKEY BYTES AS","www.monkeybytes.no"
812523872,"AUTOMATIK VENTILER SYSTEM AS","www.avs.no"
812593382,"BORGA STÅLBYGG AS","www.borga.no"
812636782,"COLOR4CARE NUF","www.color4care.no"
812656422,"RUSTABAKKEN 2 BORETTSLAG","www.bate.no"
812643002,"SAMEIET NYLUNDKVARTALET","www.hbef.no"
812686062,"REDQ AS","www.redq.no"
812692542,"HJERKINN FJELLSTUE AS","www.hjerkinn.no"
812700642,"AGRODREN JAN EGIL REKSTAD","www.agrodren.no"
812701002,"EXHAUSTO AS","www.exhausto.no"
812716522,"Q10 OFFSHORE SERVICE AS","q-10.no"
812719122,"KRONE AS","www.kroneforvaltning.no"
812699652,"TVEDT KARLSEN","www.makkersjekk.no"
812699792,"GOLDBOX AS","www.goldbox.no"
812637932,"MORINGEN PUB AS","moringen.wordpress.com"
812782932,"DYAR HOLDING AS","dyar.no"
812773542,"BORREBRYGG AS","www.borrebrygg.no"
812802062,"SNOS MOA AS","www.leganz.no"
812773852,"MILI ØKONOMI AS","www.miliokonomi.no"
812824082,"DRIFTSIKKER KOMMUNIKASJON AS","www.driftsikker.no"
812794922,"C-MEDICAL AS","www.cmedical.no"
812824562,"MOTUS AKTIVITET AS","motusaktivitet.no"
812827642,"KRÅKERØYTANNLEGENE AS","www.helsehustannlegene.no"
812829572,"BÅTSFJORD HAVN KF","www.batsfjord.havn.no"
812757202,"ROTNESBEITET BORETTSLAG","www.usbl.no"
812859412,"HUSFLIDEN ÅLESUND AS","www.norskflid.no"
812859692,"OSLO BYGGFORNYING DA","www.byggfornying.no"
812865102,"VGTV AS","www.vgtv.no"
812864432,"MONA RINGSTAD MJELDE","monamjelde.com"
812868632,"HÄFELE SE & CO KG","www.gaefele.de"
812861212,"HERLOF AS","www.herlof.no"
812875922,"JOHANNESBAKKE LINDA MERETE KARLSEN SUNDE","www.johannesbakke.no"
812875892,"BYGGREFORM AS","www.byggreform.no"
812879162,"NAITSMANIA AS","www.naitsmania.com"
812884492,"LANGFELDT WESSEL ARKITEKTER AS","www.langfeldtwessel.no"
812885812,"SCANDINAVIAN OFFSHORE MANAGEMENT AS","www.scandoffshore.com"
812848712,"FAGERTOPPEN SAMEIE","www.obos.no"
812971972,"FURU EGG AS","www.furuegg.no"
812978462,"REGNBUEBARNA AS","regnbuebarna.as"
813020882,"JOE SILVER DIGITALISERING AS","www.joe-silver.no"
813038692,"LIEN ELEKTRO AS","www.lienelektro.no"
813033232,"SAMEIET ALSTADJORDET","www.ibbl.no"
813052792,"OPTIMAL INNREDNING AS","www.opinn.no"
813055082,"LPG AS","www.golfpremier.no"
813056682,"SAMEIET SEILMAKER'N","agioforvaltning.no"
813060272,"HJORTMEDIA AS","www.hjortmedia.com"
813067102,"BENTEL AS","www.bentel.no"
813064162,"SALMAKERINDUSTRI KALSNES AS","www.salmakerindustri.no"
813035782,"IMA TURSENTER AS","www.ima-tursenter.no"
812998552,"SUNNHORDLAND INTERKOMMUNALE LEGEVAKT IKS","www.stord.kommune.no/sunnhordland-interkommunalelegevakt.iks"
813013762,"NEMUS VIKA AS","www.nemustjuvholmen.no"
813003082,"VIKINGSTAD GRAVMINNER OG STEIN","www.vikingstad-gravminner.com"
813009692,"LANDSTAD AS","www.atvbelter.no"
813115662,"HELLAS GROUP AS","www.hellasgroup.no"
813124912,"FIRBENT TERAPI AS","www.firbentterapi.no"
813133482,"TELEROSA AS","www.telerosa.no"
813129892,"NORSK BYGGSAKKYNDIG AS","www.landell.no"
813164892,"HAN SYLTE AS","www.hansylte.no"
813174812,"FURØYA IKS","furoya.no"
813130262,"OPPGAVEKORTET AS","www.oppgavekortet.no"
813190702,"SB ENTREPRENØR AS","www.sorliebygg.no"
813214482,"HÅGEN.NO AS","www.haagen.no"
813235552,"ADMMIT AS","admmit.no"
813229722,"GRAAWE-JACOBSEN AS","www.graawejacobsen.no"
813255642,"VANDRESKOEN AS","www.vandreskoen.no"
813258722,"SPORTSCAR AS","www.sportscar.no"
813246112,"KCR ELVERUM AS","www.pizzabakeren.no"
813180952,"TREVITA AS","www.gksolheim.no"
813284502,"NAMDAL BRANNVERN AS","www.namdalbrannvern.no"
813285312,"STAVANGER EIENDOMSMEGLING AS","www.proaktiveiendom.no"
813340402,"FURE STENSRUD AS","www.modernfarmers.no"
813316412,"MOBILE RETAIL ENGAGEMENT AS","www.btal.no"
813329832,"SN RADIO","www.salangen-nyheter.com"
813361612,"GIERCKSKY+NILSSEN AS","www.g-n.no"
813295482,"ALPHA-SECURITY AS","www.alphasecurity.no"
813376822,"LARKOLLEN CAMPING AS","www.larkollencamping.no"
813376512,"IBID SA","www.ibid-sa.no"
813381672,"HOMBROSO MAGNUS NYGÅRD MARÅK","www.hombroso.com"
813385252,"INPERCEPTA AS","www.inpercepta.no"
813392712,"UIC AS","www.uic.no"
813409682,"ADVOKATFIRMAET ROGSTAD AS","www.advokat-rogstad.no"
813410222,"SAMEIET RINGSHAUG","obos.no"
813452642,"FOTOGRAF MATS JENSAAS AS","www.matsjensaas.com"
813442612,"VADHEIM KRAFT AS","www.sognekraft.no"
813493632,"KLÆBU BIOENERGI AS","klabubioenergi.no"
813398222,"GLADIATOR AS","www.gladiator.as"
813498952,"OSLO BAD & RENOVERING AS","oslorenovering.no"
813523442,"SIRDAL TRESKILT PAUL MOI","www.sirdalskroken.no"
813513102,"FJ KLIMA NORGE AS","www.fjklima.no"
813564572,"ANALYSYS MASON AS","www.analysysmason.com"
813521342,"VIKA NETT AS","www.vikanett.no"
813534932,"JFCLOTHING HØILI","www.jfclothing.com"
813579022,"OVERSKUDDKLINIKKEN AS","overskuddklinikken.no"
813590042,"RAVEN MUSIC EDITIONS MARTIN ROMBERG","www.ravenmusic.org"
813593092,"LEDBELYSNING AS","www.ledbelysning.no"
813522322,"SEBASTIAN CHRISTENSEN AS","www.sirichristensen.no"
813595052,"FH SCANDINOX NORGE AS","www.fhscandinox.com"
813598132,"UNSTAD ARCTIC SURF AS","www.unstadarcticsurf.com"
813602032,"LYD-, LYS- OG SCENEKOMPANIET AS","www.lgslydoglys.no"
813635232,"VIKENSTRANDA 1 BORETTSLAG","gobb.no"
813635372,"KUNSTNERFORBUNDET AS","www.kunstnerforbundet.no"
813646102,"FLYDAL SNIKKARSERVICE AS","www.snikkarservice.no"
813670992,"SKAGERAK ELEKTRO AS","laugstol.no"
813672812,"PRATERIET LOGOPEDSENTER AS","www.prateriet.no"
813630192,"SHARE CONTROL AS","www.sharecontrol.no"
813642522,"HUNTING ENERGY SERVICES (NORWAY) AS","huntingplc.com"
813688662,"RAA BYGG AS","www.bratlandeiendom.no"
813696282,"SAMEIET GJERDEHAGEN","www.bate.no"
813695502,"MEMENTOMORI SIMEN GRØTTUM","www.memen2mori.com"
813690462,"SAAB DANMARK A/S","www.saabgroup.com"
813717832,"VISE AS","www.vise.no"
813724642,"PSYKOLOGICA AS","www.psykologica.no"
813724952,"ERLING ROLSTAD STEIN AS","www.rolstad-as.no"
813731592,"P. E. HOLDING AS","pe-gaarud.no"
813733692,"SAMEIET BRUNESET 1 OG 3","www.bate.no"
813633272,"LØNNINGSFLATEN 21B AS","www.midgardgruppen.no"
813776162,"MKL HOLDING AS","www.miosen-elektro.no"
813801612,"HARSTAD HAANDTVERKSBRYGGERI AS","www.harstadbryggeri.no"
813801752,"ABRAHAMSEN RESTAURANTDRIFT AS","www.matogsånt.no"
813802422,"RIGETJØNN BIL AS","www.rige-bil.no"
813738872,"MACPAINT AS","www.macpaint.no"
813770032,"LEON SPORT AS","leonsport.no"
813785242,"LEGE JØRN OTTO AHLQVIST AS","www.hisoylegesenter.no"
813810662,"ØSTFOLD TRAFIKKSKOLE AS","www.ostfoldtrafikkskole.no"
813834022,"TRUCKPARTS TRADING AS","www.autokada.no"
813835592,"FJORD MONTERING AS","www.fjordmontering.no"
813847272,"SAMEIET SIREVÅG TERRASSE","www.bate.no"
813849852,"MØRETYRI AS","www.moretyri.no"
813847442,"BOLIGKONSULENTENE AS","www.boligkonsulentene.no"
813851032,"SPRENGNING AS","www.sprengning.as"
813855372,"TSREVISJON AS","www.tsrevisjon.no"
813881802,"SEKSJONSSAMEIE BRÅTENGÅRDEN","www.nbbo.no"
813900742,"ALIEN AUTOSPA AS","alienautospa.no"
813911442,"CALIFORNIA INVEST AS","www.CaliforniaInvest.no"
813914042,"VIZRT GROUP AS","www.vizrt.com"
813933632,"ROGALAND DRIFTSSERVICE AS","www.rogdrift.no"
813938022,"KSB NORGE AS","www.ksb.com"
813956322,"KLISTR AS","klistr.no"
813897482,"LEDSLYS ADAM PRZYGODZKI","www.ledslys.no"
813887622,"PLOCKMATIC DOCUMENT FINISHING AS","www.plockmatic.no"
813991942,"AQUATIQ FOOD FACTORY AS","www.aquatiq.com"
813995832,"NORSK TJENESTEDESIGN AS","www.norsktjenestedesign.no"
814041212,"LAUGHING LLAMA AS","www.innovationdock.no"
814063402,"ELISABETH SKAANE AS","www.rema.no"
814038882,"AXIPA AS","www.tradehouse.no"
814042952,"JTR AS","www.jtr.as"
814071472,"KOPPHOLEN 23 HOLDING AS","www.seabrokers.no"
814013332,"BNE X6 AS","banenoreiendom.no"
814056872,"KOLOS LIFTING & INSPECTION AS","www.kolos.no"
814083462,"SHIN SUSHI TROMSØ AS","www.shinsushi.no"
814088162,"ENERGI OG BALANSE AS","www.energiogbalanse.no"
814040712,"SAMEIET TEATERLOKALET","www.usbl.no"
814098052,"QUICK STYLE AS","www.thequickstyle.com"
814152162,"THE WELL AS","www.thewell.no"
814151832,"THRINO SA","www.thrino.no"
814145042,"BUTIKKDRIFT JOWANG AS","www.drikkgodt.no"
814180832,"HIILIYE TRAVEL ABDIRAHMAN ADEN SHARIF-MOHAMMED","hiiliyetravell.no"
814196682,"NORGREN AS","www.imi-precision.com"
814118932,"GROMA AS","www.groma.no"
814119092,"DRØMMEKJØKKENET BERGEN PROSJEKT AS","dkb.no"
814184072,"INDUNOR AS","www.indunor.no"
814115232,"TROMSØ KOMMUNALE PENSJONSKASSE","tromsopensjonskasse.no"
814207692,"KJØKKENDRIFT NO 1 VOSS AS","www.kitchn.no"
814213242,"FISKUMPARKEN AS","www.fiskumparken.no"
814240762,"CHINATI MARINE MANAGEMENT AS","www.petrosorb.no"
814214842,"VANCOWILL INDUSTRIAL SOLUTIONS AS","Vancowill.no"
814211002,"BARONA HUMAN RESOURCE SERVICES AS","www.barona.no"
814236692,"P MEIDELL AS","www.meidell.no"
814217272,"KAMEO AS","www.kameo.no"
814225992,"NORSK RUTEBILSTASJON AS","tkeiendom.no"
814302172,"BAKER'N STEINKJER DAMPSAGA AS","www.bakern.as"
814307352,"SMART NORWAY AS","smartnorway.no"
814317552,"GULDBERGAUNET 1 BORETTSLAG","www.tobb.no"
814233642,"H-2 UTLEIE BERGEN AS","ragde.no"
814368912,"SOLIDE GULV AS","solidegulv.no"
814373762,"BOLIGSAMEIET KNUD ØYENS VEI 9","www.enqvist.no"
814379892,"INNOVATION LAB NORGE AS","www.innovationlab.no"
814393062,"HUNDEBARNEHAGEN AS","hundebarnehagen.no"
814395502,"KRISTIANSAND STILLAS AS","www.kristiansandstillas.no"
814416232,"VINO PIEMONTE AS","www.vinopiemonte.no"
814377482,"ELU CONSULT AS","www.eluconsult.no"
814349322,"BALDERMOEN AS","www.mollereiendom.no"
814419312,"CITYSWIP AS","cityswip.no"
814339882,"PHOTOCOM AS","www.photocom.no"
814430642,"NORWAY OUTDOOR AS","www.norwayoutdoor.no"
814439062,"FOLLA ALGER AS","www.follaalger.no"
814451232,"RINGSAKER HANDELSPARK AS","www.temaeiendom.no"
814463842,"BÆREKRAFTIGE LIV SA","www.barekraftigeliv.no"
814454932,"TERAX TRANSPORTSERVICE AS","www.terax.no"
814466752,"CONSEA AS","www.consea.no"
814507602,"MÅGERØ VERFT AS","www.lorsa.no"
814508072,"RYGG BELYSNING AS","www.ryggbelysning.no"
814446352,"SANDSLIMARKA 31 AS","midgardgruppen.no"
814521052,"PERFEKT TRANSPORT & ENTREPRENØR AS","www.perfekttransport.no"
814520862,"OLYMPIC OFFSHORE AS","www.olympic.no"
814513572,"CENCIT AS","www.cencit.no"
814529452,"GAP CONSULTING AS","gapconsulting.no"
814545792,"DEEP TEK AS","www.deeptek.no"
814540812,"OSLOVEIEN 23 TRONDHEIM AS","www.jarasgruppen.no"
814475352,"BELBIN NORGE AS","www.belbin-norge.no"
814573702,"NORDIC CRANE GROUP AS","www.nordiccrane.no"
814575462,"SOLÅSEN KJELLER BOLIGSAMEIE","www.usbl.no"
814555062,"HEMSEDAL AKTIV SA","www.hemsedalaktiv.no"
814576612,"AS NESTLÉ NORGE","www.nestle.no"
814610012,"HRM PARTNER AS","www.hrmpartner.no"
814635902,"KRAFO ELEKTRO AS","www.krafo.no"
814635562,"BELLAS AS","www.bellasburrito.com"
814630722,"SYKEHUSBYGG HF","www.sykehusbygg.no"
814697452,"NORDENFJELDSKE BØRSTEFABRIKK AS","www.norborst.no"
814709442,"NOVENCO AS","www.novenco-marine.com"
814724492,"FINNMARK HAVFISKE AS","www.akersea.com"
814727092,"INTELLECTSOFT NORGE AS","www.intellectsoft.no"
814728412,"SPOTON V/PER ANDERS GOLDEN","grundens.se"
814565602,"BRAGERNES PARKERING AS","www.ava.no"
814599892,"CUISINE VITAMIN AS","www.bakerhansen.no"
814580792,"SAMEIET FJORDGLIMT","www.vestbo.no"
814580482,"ÅSTJERN AS","www.aastjernhyttetun.no"
814604772,"LARSHYBOY AS","www.cfkolbotn.no"
814738272,"TARGET WINES AS","www.nbgroup.no"
814740242,"SAMEIET HOLEVEIEN 1","www.vestbo.no"
814775402,"CORINNE ALICE AS","www.corinnealice.com"
814777812,"ZEGEBA AS","www.zegeba.com"
814779092,"GÅLÅ HANDEL AS","www.galahandel.no"
814784142,"NORDIC MARINE SOLUTIONS AS","www.cargosurvey.com"
814780392,"RØSET ELEKTRO AS","www.rosetelektro.no"
814789012,"CHRISTIANIA BYGGTEKNIKK AS","www.cbtek.no"
814765652,"NORDIVA TOURS AS","www.nordivatours.com"
814738922,"JONAS VINDUER AS","www.jonasvinduer.com"
814737632,"OLYMPIC TRITON II AS","www.olympic.no"
814758532,"SCANCO EIENDOM AS","www.scanco.no"
814824152,"LEIKNY.NO AS","www.leikny.no"
814863522,"SOLBERG RÅDGIVNING AS","www.solbergrevisjon.no"
814863182,"IPS NORGE AS","www.ips-norge.no"
814863972,"HOLT VESTVOLLEN LEGEKONTOR DA","www.holtvestvollenlegekontor.no"
814870472,"SENTEC AS","sentec.no"
814834212,"BEDRIFTSSERVCE.NO AS","www.bedriftsservice.no"
814837122,"EIKELUNDEN BOLIGSAMEIE","www.vbbl.no"
814878112,"TLV VARMEPUMPER AS","www.tlv.no"
814835022,"DYRUD MASKIN OG UTEMILJØ AS","www.Dyrudmaskin.no"
814889742,"POROSITY AS","www.klondike.no"
814881512,"ARUNDO ANALYTICS AS","www.arundo.com"
814873412,"SONG FARM AS","www.songfarm.no"
814906582,"DAIMYO EIENDOMSDRIFT AS","www.daimyo.no"
814911632,"LUMARINE AS","www.lumarine.no"
814916472,"XELERATE MUSIC DA","www.xelerate.no"
814928802,"ACADEMY OF INSPIRATION AS","www.sonsterud.net"
814940942,"MJØSTØLSVEGEN 5 AS","www.trolltunga.as"
814927032,"GRIMSTAD MASSASJE OG TRINES BUNADSØM AS","www.grimstadmassasje.no"
814932052,"POSTERTEAM AS","www.posterteam.com"
814970922,"WEBOLOGY 2.0 AS","www.webology.no"
814961982,"VAKREVINDAUGE ANETTE ABSALONSEN","vakrevindauge.no"
814962172,"PCS CONSTRUCTION NORWAY AS","www.pcsgroup.no"
814938212,"SAMEIET MAGNUS BARFOTS GATE 7 - OSLO","www.enqvist.no"
814962202,"TINA BERGERSEN","www.tinabergersen.com"
814968952,"221 CONSULTING AS","www.221.no"
815007042,"FREDENSBORG 03 AS","Heimstaden.no"
815008162,"FRANKE ONSRUD EIENDOM AS","www.fobl.no"
815008502,"HIMMELBLÅ BARNEVERN AS","www.himmel-bla.no"
814984052,"MICHAEL KOT ARKITEKT RIBA MNAL","www.kotarch.com"
815015452,"TDQ AS","www.tdq.no"
815021142,"SHANIE HOLDING AS","www.shanieholding.no"
815026462,"DETAIL-IT MIDTGARDEN","bildetaljer.no"
815076702,"KOGGER AS","www.kogger.no"
815077792,"SAMEIET STADIONKVARTALET PARKERING 1","usbl.no"
815075692,"NORE VVS AS","norevvs.no/"
815089502,"BLIKKENSLAGERIET AS","www.blikkenslageriet.no"
815045742,"AUTOSTRAND AS","www.autostrand.no"
815105222,"AVA OF NORWAY AS","swantech.no"
815125762,"SPRÅKBRUKET AS","spraakbruket.no"
815099982,"EPLI SIDERI AS","www.hardangergutane.no"
815070542,"DIN BUSSTUR AS","www.dinbusstur.no"
815059492,"DESIGNBANKEN AS","www.designbanken.no"
815154622,"DUGNADSIDEN AS","www.dugnadsiden.no"
815166612,"OLAV INVESTERER AS","www.dkomp.no"
815186052,"BRAKEPARTS NORWAY NUF","www.brakeparts.no"
815193822,"HI NORTH AS","hinorth.no"
815161742,"MATRIX ADVOKATER AS","www.matrix-advokater.no"
815162692,"LEMONWAX AS","lemonwax.no"
815207572,"BOGGI NORGE DA","www.boggi.no"
815210352,"SOLSETH UTVIKLING AS","www.solseth-as.no"
815201752,"AIF PROFIL AS","www.altifotball.no"
815217942,"PINDERUD & SØRENSEN AS","www.pinderud.no"
815211162,"NORGES TOPPIDRETTSGYMNAS UNGDOMSSKOLE TROMSØ AS","www.ntg.no"
815220072,"Hamax AS","www.hamax.com"
815223292,"ROUGE CORPORATION AS","www.danielrougemadsen.com"
815186982,"STALMAR AS","www.netglass.org"
815183002,"BUSKERUD VENTILASJON AS","buskerudventilasjon.no"
815186532,"SQUATINA AS","www.squatina.no"
815137582,"TOMT28 AS","www.øklandhus.no"
815144902,"NORTH PERSONNEL AS","northpersonnel.no"
815249542,"INNHOLDSBYRÅET AS","www.innholdsbyraet.no"
815266692,"NATURATEC AS","www.naturatec.no"
815244672,"SCANDINAVIAN REACH TECHNOLOGIES AS","www.scanreach.com"
815296982,"PCK-EKSPERTEN HANS KRISTIAN LARSEN","www.pck-eksperten.no"
815289692,"TIMBR AS","www.Timbr.as"
815290712,"KHAYA IPP AS","khayabaristabar.no"
815303792,"NODAC REGNSKAP AS","www.nodac.no"
815310772,"SANDVEN AS","www.sandven.com"
815281632,"BREIVIKA NÆRINGSPARK AS","www.thon.no"
815315332,"TROMSØ FYSIOTERAPI AS","www.tromsofysioterapi.no"
815319052,"TEBO SENTERET AS","www.svarstadeiendom.no"
815327012,"ROS AS","www.ros.no"
815242602,"MONA BJERKE EIENDOM AS","www.mbeiendom.no"
